CoC Number,CoC Name,CoC Category,Count Types,Homelessness.Type,Count,Year
CA-603,Santa Maria/Santa Barbara County CoC,Largely Suburban CoC,NA,Overall.Homeless.Individuals,3212,2007
CA-603,Santa Maria/Santa Barbara County CoC,Largely Suburban CoC,NA,Overall.Homeless.People.in.Families,1041,2007
CA-604,Bakersfield/Kern County CoC,Major City CoC,NA,Overall.Homeless,1537,2007
CA-604,Bakersfield/Kern County CoC,Major City CoC,NA,Sheltered.Total.Homeless,905,2007
CA-604,Bakersfield/Kern County CoC,Major City CoC,NA,Unsheltered.Homeless,632,2007
CA-604,Bakersfield/Kern County CoC,Major City CoC,NA,Overall.Homeless.Individuals,1248,2007
CA-604,Bakersfield/Kern County CoC,Major City CoC,NA,Overall.Homeless.People.in.Families,289,2007
CA-606,Long Beach CoC,Major City CoC,NA,Overall.Homeless,3829,2007
CA-606,Long Beach CoC,Major City CoC,NA,Sheltered.Total.Homeless,1679,2007
CA-606,Long Beach CoC,Major City CoC,NA,Unsheltered.Homeless,2150,2007
CA-606,Long Beach CoC,Major City CoC,NA,Overall.Homeless.Individuals,2814,2007
CA-606,Long Beach CoC,Major City CoC,NA,Overall.Homeless.People.in.Families,1015,2007
CA-607,Pasadena CoC,Other Largely Urban CoC,NA,Overall.Homeless,969,2007
CA-607,Pasadena CoC,Other Largely Urban CoC,NA,Sheltered.Total.Homeless,434,2007
CA-607,Pasadena CoC,Other Largely Urban CoC,NA,Unsheltered.Homeless,535,2007
CA-607,Pasadena CoC,Other Largely Urban CoC,NA,Overall.Homeless.Individuals,676,2007
CA-607,Pasadena CoC,Other Largely Urban CoC,NA,Overall.Homeless.People.in.Families,293,2007
CA-608,Riverside City & County CoC,Largely Suburban CoC,NA,Overall.Homeless,4508,2007
CA-608,Riverside City & County CoC,Largely Suburban CoC,NA,Sheltered.Total.Homeless,1330,2007
CA-608,Riverside City & County CoC,Largely Suburban CoC,NA,Unsheltered.Homeless,3178,2007
CA-608,Riverside City & County CoC,Largely Suburban CoC,NA,Overall.Homeless.Individuals,3343,2007
CA-608,Riverside City & County CoC,Largely Suburban CoC,NA,Overall.Homeless.People.in.Families,1165,2007
CA-609,San Bernardino City & County CoC,Largely Suburban CoC,NA,Overall.Homeless,6969,2007
CA-609,San Bernardino City & County CoC,Largely Suburban CoC,NA,Sheltered.Total.Homeless,1220,2007
CA-609,San Bernardino City & County CoC,Largely Suburban CoC,NA,Unsheltered.Homeless,5749,2007
CA-609,San Bernardino City & County CoC,Largely Suburban CoC,NA,Overall.Homeless.Individuals,6191,2007
CA-609,San Bernardino City & County CoC,Largely Suburban CoC,NA,Overall.Homeless.People.in.Families,778,2007
CA-611,"Oxnard, San Buenaventura/Ventura County CoC",Other Largely Urban CoC,NA,Overall.Homeless,1961,2007
CA-611,"Oxnard, San Buenaventura/Ventura County CoC",Other Largely Urban CoC,NA,Sheltered.Total.Homeless,426,2007
CA-611,"Oxnard, San Buenaventura/Ventura County CoC",Other Largely Urban CoC,NA,Unsheltered.Homeless,1535,2007
CA-611,"Oxnard, San Buenaventura/Ventura County CoC",Other Largely Urban CoC,NA,Overall.Homeless.Individuals,1513,2007
CA-611,"Oxnard, San Buenaventura/Ventura County CoC",Other Largely Urban CoC,NA,Overall.Homeless.People.in.Families,448,2007
CA-612,Glendale CoC,Other Largely Urban CoC,NA,Overall.Homeless,296,2007
CA-612,Glendale CoC,Other Largely Urban CoC,NA,Sheltered.Total.Homeless,233,2007
CA-612,Glendale CoC,Other Largely Urban CoC,NA,Unsheltered.Homeless,63,2007
CA-612,Glendale CoC,Other Largely Urban CoC,NA,Overall.Homeless.Individuals,161,2007
CA-612,Glendale CoC,Other Largely Urban CoC,NA,Overall.Homeless.People.in.Families,135,2007
CA-613,Imperial County CoC,Largely Suburban CoC,NA,Overall.Homeless,342,2007
CA-613,Imperial County CoC,Largely Suburban CoC,NA,Sheltered.Total.Homeless,113,2007
CA-613,Imperial County CoC,Largely Suburban CoC,NA,Unsheltered.Homeless,229,2007
CA-613,Imperial County CoC,Largely Suburban CoC,NA,Overall.Homeless.Individuals,54,2007
CA-613,Imperial County CoC,Largely Suburban CoC,NA,Overall.Homeless.People.in.Families,288,2007
CA-614,San Luis Obispo County CoC,Largely Suburban CoC,NA,Overall.Homeless,2408,2007
CA-614,San Luis Obispo County CoC,Largely Suburban CoC,NA,Sheltered.Total.Homeless,187,2007
CA-614,San Luis Obispo County CoC,Largely Suburban CoC,NA,Unsheltered.Homeless,2221,2007
CA-614,San Luis Obispo County CoC,Largely Suburban CoC,NA,Overall.Homeless.Individuals,1348,2007
CA-614,San Luis Obispo County CoC,Largely Suburban CoC,NA,Overall.Homeless.People.in.Families,1060,2007
CO-500,Colorado Balance of State CoC,Largely Rural CoC,NA,Overall.Homeless,4450,2007
CO-500,Colorado Balance of State CoC,Largely Rural CoC,NA,Sheltered.Total.Homeless,1093,2007
CO-500,Colorado Balance of State CoC,Largely Rural CoC,NA,Unsheltered.Homeless,3357,2007
CO-500,Colorado Balance of State CoC,Largely Rural CoC,NA,Overall.Homeless.Individuals,2633,2007
CO-500,Colorado Balance of State CoC,Largely Rural CoC,NA,Overall.Homeless.People.in.Families,1817,2007
CO-503,Metropolitan Denver CoC,Major City CoC,NA,Overall.Homeless,8698,2007
CO-503,Metropolitan Denver CoC,Major City CoC,NA,Sheltered.Total.Homeless,5185,2007
CO-503,Metropolitan Denver CoC,Major City CoC,NA,Unsheltered.Homeless,3513,2007
CO-503,Metropolitan Denver CoC,Major City CoC,NA,Overall.Homeless.Individuals,3449,2007
CO-503,Metropolitan Denver CoC,Major City CoC,NA,Overall.Homeless.People.in.Families,5249,2007
CO-504,Colorado Springs/El Paso County CoC,Major City CoC,NA,Overall.Homeless,1077,2007
CO-504,Colorado Springs/El Paso County CoC,Major City CoC,NA,Sheltered.Total.Homeless,693,2007
CO-504,Colorado Springs/El Paso County CoC,Major City CoC,NA,Unsheltered.Homeless,384,2007
CO-504,Colorado Springs/El Paso County CoC,Major City CoC,NA,Overall.Homeless.Individuals,762,2007
CO-504,Colorado Springs/El Paso County CoC,Major City CoC,NA,Overall.Homeless.People.in.Families,315,2007
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",Other Largely Urban CoC,NA,Overall.Homeless,919,2007
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",Other Largely Urban CoC,NA,Sheltered.Total.Homeless,789,2007
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",Other Largely Urban CoC,NA,Unsheltered.Homeless,130,2007
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",Other Largely Urban CoC,NA,Overall.Homeless.Individuals,627,2007
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",Other Largely Urban CoC,NA,Overall.Homeless.People.in.Families,292,2007
CT-505,Connecticut Balance of State CoC,Largely Suburban CoC,NA,Overall.Homeless,3563,2007
CT-505,Connecticut Balance of State CoC,Largely Suburban CoC,NA,Sheltered.Total.Homeless,2882,2007
CT-505,Connecticut Balance of State CoC,Largely Suburban CoC,NA,Unsheltered.Homeless,681,2007
CT-505,Connecticut Balance of State CoC,Largely Suburban CoC,NA,Overall.Homeless.Individuals,2546,2007
CT-505,Connecticut Balance of State CoC,Largely Suburban CoC,NA,Overall.Homeless.People.in.Families,1017,2007
DC-500,District of Columbia CoC,Major City CoC,NA,Overall.Homeless,5320,2007
DC-500,District of Columbia CoC,Major City CoC,NA,Sheltered.Total.Homeless,4980,2007
DC-500,District of Columbia CoC,Major City CoC,NA,Unsheltered.Homeless,340,2007
DC-500,District of Columbia CoC,Major City CoC,NA,Overall.Homeless.Individuals,3717,2007
DC-500,District of Columbia CoC,Major City CoC,NA,Overall.Homeless.People.in.Families,1603,2007
DE-500,Delaware Statewide CoC,Largely Suburban CoC,NA,Overall.Homeless,1061,2007
DE-500,Delaware Statewide CoC,Largely Suburban CoC,NA,Sheltered.Total.Homeless,854,2007
DE-500,Delaware Statewide CoC,Largely Suburban CoC,NA,Unsheltered.Homeless,207,2007
DE-500,Delaware Statewide CoC,Largely Suburban CoC,NA,Overall.Homeless.Individuals,716,2007
DE-500,Delaware Statewide CoC,Largely Suburban CoC,NA,Overall.Homeless.People.in.Families,345,2007
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",Largely Suburban CoC,NA,Overall.Homeless,1012,2007
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",Largely Suburban CoC,NA,Sheltered.Total.Homeless,494,2007
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",Largely Suburban CoC,NA,Unsheltered.Homeless,518,2007
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",Largely Suburban CoC,NA,Overall.Homeless.Individuals,777,2007
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",Largely Suburban CoC,NA,Overall.Homeless.People.in.Families,235,2007
FL-501,Tampa/Hillsborough County CoC,Major City CoC,NA,Overall.Homeless,6483,2007
FL-501,Tampa/Hillsborough County CoC,Major City CoC,NA,Sheltered.Total.Homeless,1050,2007
FL-501,Tampa/Hillsborough County CoC,Major City CoC,NA,Unsheltered.Homeless,5433,2007
FL-501,Tampa/Hillsborough County CoC,Major City CoC,NA,Overall.Homeless.Individuals,4397,2007
FL-501,Tampa/Hillsborough County CoC,Major City CoC,NA,Overall.Homeless.People.in.Families,2086,2007
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",Other Largely Urban CoC,NA,Overall.Homeless,2526,2007
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",Other Largely Urban CoC,NA,Sheltered.Total.Homeless,1305,2007
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",Other Largely Urban CoC,NA,Unsheltered.Homeless,1221,2007
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",Other Largely Urban CoC,NA,Overall.Homeless.Individuals,2129,2007
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",Other Largely Urban CoC,NA,Overall.Homeless.People.in.Families,397,2007
FL-503,"Lakeland, Winterhaven/Polk County CoC",Largely Suburban CoC,NA,Overall.Homeless,802,2007
FL-503,"Lakeland, Winterhaven/Polk County CoC",Largely Suburban CoC,NA,Sheltered.Total.Homeless,487,2007
FL-503,"Lakeland, Winterhaven/Polk County CoC",Largely Suburban CoC,NA,Unsheltered.Homeless,315,2007
FL-503,"Lakeland, Winterhaven/Polk County CoC",Largely Suburban CoC,NA,Overall.Homeless.Individuals,593,2007
FL-503,"Lakeland, Winterhaven/Polk County CoC",Largely Suburban CoC,NA,Overall.Homeless.People.in.Families,209,2007
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",Largely Suburban CoC,NA,Overall.Homeless,1478,2007
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",Largely Suburban CoC,NA,Sheltered.Total.Homeless,569,2007
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",Largely Suburban CoC,NA,Unsheltered.Homeless,909,2007
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",Largely Suburban CoC,NA,Overall.Homeless.Individuals,854,2007
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",Largely Suburban CoC,NA,Overall.Homeless.People.in.Families,624,2007
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Largely Suburban CoC,NA,Overall.Homeless,2179,2007
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Largely Suburban CoC,NA,Sheltered.Total.Homeless,105,2007
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Largely Suburban CoC,NA,Unsheltered.Homeless,2074,2007
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Largely Suburban CoC,NA,Overall.Homeless.Individuals,1193,2007
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Largely Suburban CoC,NA,Overall.Homeless.People.in.Families,986,2007
FL-506,Tallahassee/Leon County CoC,Other Largely Urban CoC,NA,Overall.Homeless,590,2007
FL-506,Tallahassee/Leon County CoC,Other Largely Urban CoC,NA,Sheltered.Total.Homeless,495,2007
FL-506,Tallahassee/Leon County CoC,Other Largely Urban CoC,NA,Unsheltered.Homeless,95,2007
FL-506,Tallahassee/Leon County CoC,Other Largely Urban CoC,NA,Overall.Homeless.Individuals,434,2007
FL-506,Tallahassee/Leon County CoC,Other Largely Urban CoC,NA,Overall.Homeless.People.in.Families,156,2007
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Largely Suburban CoC,NA,Overall.Homeless,3823,2007
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Largely Suburban CoC,NA,Sheltered.Total.Homeless,2003,2007
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Largely Suburban CoC,NA,Unsheltered.Homeless,1820,2007
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Largely Suburban CoC,NA,Overall.Homeless.Individuals,2009,2007
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Largely Suburban CoC,NA,Overall.Homeless.People.in.Families,1814,2007
FL-508,"Gainesville/Alachua, Putnam Counties CoC",Largely Rural CoC,NA,Overall.Homeless,678,2007
FL-508,"Gainesville/Alachua, Putnam Counties CoC",Largely Rural CoC,NA,Sheltered.Total.Homeless,263,2007
FL-508,"Gainesville/Alachua, Putnam Counties CoC",Largely Rural CoC,NA,Unsheltered.Homeless,415,2007
FL-508,"Gainesville/Alachua, Putnam Counties CoC",Largely Rural CoC,NA,Overall.Homeless.Individuals,589,2007
FL-508,"Gainesville/Alachua, Putnam Counties CoC",Largely Rural CoC,NA,Overall.Homeless.People.in.Families,89,2007
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Largely Suburban CoC,NA,Overall.Homeless,1734,2007
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Largely Suburban CoC,NA,Sheltered.Total.Homeless,458,2007
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Largely Suburban CoC,NA,Unsheltered.Homeless,1276,2007
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Largely Suburban CoC,NA,Overall.Homeless.Individuals,972,2007
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Largely Suburban CoC,NA,Overall.Homeless.People.in.Families,762,2007
FL-510,"Jacksonville-Duval, Clay Counties CoC",Major City CoC,NA,Overall.Homeless,2743,2007
FL-510,"Jacksonville-Duval, Clay Counties CoC",Major City CoC,NA,Sheltered.Total.Homeless,1585,2007
FL-510,"Jacksonville-Duval, Clay Counties CoC",Major City CoC,NA,Unsheltered.Homeless,1158,2007
FL-510,"Jacksonville-Duval, Clay Counties CoC",Major City CoC,NA,Overall.Homeless.Individuals,2237,2007
FL-510,"Jacksonville-Duval, Clay Counties CoC",Major City CoC,NA,Overall.Homeless.People.in.Families,506,2007
FL-511,"Pensacola/Escambia, Santa Rosa Counties CoC",Largely Suburban CoC,NA,Overall.Homeless,629,2007
FL-511,"Pensacola/Escambia, Santa Rosa Counties CoC",Largely Suburban CoC,NA,Sheltered.Total.Homeless,347,2007
FL-511,"Pensacola/Escambia, Santa Rosa Counties CoC",Largely Suburban CoC,NA,Unsheltered.Homeless,282,2007
FL-511,"Pensacola/Escambia, Santa Rosa Counties CoC",Largely Suburban CoC,NA,Overall.Homeless.Individuals,368,2007
FL-511,"Pensacola/Escambia, Santa Rosa Counties CoC",Largely Suburban CoC,NA,Overall.Homeless.People.in.Families,261,2007
FL-512,St. Johns County CoC,Largely Suburban CoC,NA,Overall.Homeless,1238,2007
FL-512,St. Johns County CoC,Largely Suburban CoC,NA,Sheltered.Total.Homeless,106,2007
FL-512,St. Johns County CoC,Largely Suburban CoC,NA,Unsheltered.Homeless,1132,2007
FL-512,St. Johns County CoC,Largely Suburban CoC,NA,Overall.Homeless.Individuals,1099,2007
FL-512,St. Johns County CoC,Largely Suburban CoC,NA,Overall.Homeless.People.in.Families,139,2007
FL-513,"Palm Bay, Melbourne/Brevard County CoC",Largely Suburban CoC,NA,Overall.Homeless,1899,2007
FL-513,"Palm Bay, Melbourne/Brevard County CoC",Largely Suburban CoC,NA,Sheltered.Total.Homeless,502,2007
FL-513,"Palm Bay, Melbourne/Brevard County CoC",Largely Suburban CoC,NA,Unsheltered.Homeless,1397,2007
FL-513,"Palm Bay, Melbourne/Brevard County CoC",Largely Suburban CoC,NA,Overall.Homeless.Individuals,1532,2007
FL-513,"Palm Bay, Melbourne/Brevard County CoC",Largely Suburban CoC,NA,Overall.Homeless.People.in.Families,367,2007
FL-514,Ocala/Marion County CoC,Largely Suburban CoC,NA,Overall.Homeless,480,2007
FL-514,Ocala/Marion County CoC,Largely Suburban CoC,NA,Sheltered.Total.Homeless,312,2007
FL-514,Ocala/Marion County CoC,Largely Suburban CoC,NA,Unsheltered.Homeless,168,2007
FL-514,Ocala/Marion County CoC,Largely Suburban CoC,NA,Overall.Homeless.Individuals,348,2007
FL-514,Ocala/Marion County CoC,Largely Suburban CoC,NA,Overall.Homeless.People.in.Families,132,2007
FL-515,"Panama City/Bay, Jackson Counties CoC",Largely Rural CoC,NA,Overall.Homeless,313,2007
FL-515,"Panama City/Bay, Jackson Counties CoC",Largely Rural CoC,NA,Sheltered.Total.Homeless,211,2007
FL-515,"Panama City/Bay, Jackson Counties CoC",Largely Rural CoC,NA,Unsheltered.Homeless,102,2007
FL-515,"Panama City/Bay, Jackson Counties CoC",Largely Rural CoC,NA,Overall.Homeless.Individuals,269,2007
FL-515,"Panama City/Bay, Jackson Counties CoC",Largely Rural CoC,NA,Overall.Homeless.People.in.Families,44,2007
FL-517,"Hendry, Hardee, Highlands Counties CoC",Largely Rural CoC,NA,Overall.Homeless,904,2007
FL-517,"Hendry, Hardee, Highlands Counties CoC",Largely Rural CoC,NA,Sheltered.Total.Homeless,664,2007
FL-517,"Hendry, Hardee, Highlands Counties CoC",Largely Rural CoC,NA,Unsheltered.Homeless,240,2007
FL-517,"Hendry, Hardee, Highlands Counties CoC",Largely Rural CoC,NA,Overall.Homeless.Individuals,904,2007
FL-517,"Hendry, Hardee, Highlands Counties CoC",Largely Rural CoC,NA,Overall.Homeless.People.in.Families,0,2007
FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",Largely Rural CoC,NA,Overall.Homeless,250,2007
FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",Largely Rural CoC,NA,Sheltered.Total.Homeless,85,2007
FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",Largely Rural CoC,NA,Unsheltered.Homeless,165,2007
FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",Largely Rural CoC,NA,Overall.Homeless.Individuals,149,2007
FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",Largely Rural CoC,NA,Overall.Homeless.People.in.Families,101,2007
FL-519,Pasco County CoC,Largely Suburban CoC,NA,Overall.Homeless,2260,2007
FL-519,Pasco County CoC,Largely Suburban CoC,NA,Sheltered.Total.Homeless,1379,2007
FL-519,Pasco County CoC,Largely Suburban CoC,NA,Unsheltered.Homeless,881,2007
FL-519,Pasco County CoC,Largely Suburban CoC,NA,Overall.Homeless.Individuals,433,2007
FL-519,Pasco County CoC,Largely Suburban CoC,NA,Overall.Homeless.People.in.Families,1827,2007
FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Largely Suburban CoC,NA,Overall.Homeless,2019,2007
FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Largely Suburban CoC,NA,Sheltered.Total.Homeless,192,2007
FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Largely Suburban CoC,NA,Unsheltered.Homeless,1827,2007
FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Largely Suburban CoC,NA,Overall.Homeless.Individuals,845,2007
FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Largely Suburban CoC,NA,Overall.Homeless.People.in.Families,1174,2007
FL-600,Miami-Dade County CoC,Major City CoC,NA,Overall.Homeless,4392,2007
FL-600,Miami-Dade County CoC,Major City CoC,NA,Sheltered.Total.Homeless,3012,2007
FL-600,Miami-Dade County CoC,Major City CoC,NA,Unsheltered.Homeless,1380,2007
FL-600,Miami-Dade County CoC,Major City CoC,NA,Overall.Homeless.Individuals,3163,2007
FL-600,Miami-Dade County CoC,Major City CoC,NA,Overall.Homeless.People.in.Families,1229,2007
FL-601,Ft Lauderdale/Broward County CoC,Largely Suburban CoC,NA,Overall.Homeless,3154,2007
FL-601,Ft Lauderdale/Broward County CoC,Largely Suburban CoC,NA,Sheltered.Total.Homeless,2453,2007
FL-601,Ft Lauderdale/Broward County CoC,Largely Suburban CoC,NA,Unsheltered.Homeless,701,2007
FL-601,Ft Lauderdale/Broward County CoC,Largely Suburban CoC,NA,Overall.Homeless.Individuals,2451,2007
FL-601,Ft Lauderdale/Broward County CoC,Largely Suburban CoC,NA,Overall.Homeless.People.in.Families,703,2007
FL-602,Punta Gorda/Charlotte County CoC,Largely Suburban CoC,NA,Overall.Homeless,730,2007
FL-602,Punta Gorda/Charlotte County CoC,Largely Suburban CoC,NA,Sheltered.Total.Homeless,450,2007
FL-602,Punta Gorda/Charlotte County CoC,Largely Suburban CoC,NA,Unsheltered.Homeless,280,2007
FL-602,Punta Gorda/Charlotte County CoC,Largely Suburban CoC,NA,Overall.Homeless.Individuals,635,2007
FL-602,Punta Gorda/Charlotte County CoC,Largely Suburban CoC,NA,Overall.Homeless.People.in.Families,95,2007
FL-603,"Ft Myers, Cape Coral/Lee County CoC",Largely Suburban CoC,NA,Overall.Homeless,2382,2007
